name,team,nationality_1,jersey_number,position_1,position_2,archetype,height_ft,weight_lb,wingspan_ft,season_salary,years_in_the_nba,birthdate,rating_overall,rating_close_shot,rating_mid_range_shot,rating_three_point_shot,rating_free_throw,rating_shot_iq,rating_speed,rating_agility,rating_strength,rating_stamina,rating_overall_durability,rating_pass_accuracy,rating_ball_handle,rating_pass_iq,rating_group_defense,rating_interior_defense,rating_perimeter_defense,rating_steal,rating_block,rating_offensive_rebound,rating_defensive_rebound,age,points,games_played,games_started,minutes_played,field_goals,field_goal_attempts,field_goal_percentage,three_pointers,three_point_attempts,three_point_percentage,two_pointers,two_point_attempts,two_point_percentage,effective_field_goal_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls
LaMelo Ball,Charlotte Hornets,United States,1,PG,SG,3-Level Scoring Playmaker,"6'7""",180,"6'10""",35147000,5,2001-08-22,87,86,78,83,86,85,84,84,50,93,82,93,88,93,68,45,70,83,37,46,61,22,23.9,22,22,32.3,8.3,19.2,0.433,3.2,9,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8,1.8,0.2,3.8,3.6
Larry Nance Jr.,Atlanta Hawks,United States,22,C,PF,3-Level Scoring Threat,"6'8""",245,"7'2""",11205000,10,1993-01-01,76,93,74,79,70,70,65,61,69,88,83,69,64,70,71,74,61,76,55,66,74,31,5.7,61,0,19.9,2.3,4,0.573,0.4,1.1,0.415,1.8,2.9,0.631,0.629,0.8,1,0.77,1.5,3.5,5,1.9,1,0.3,0.8,1.6
Lauri Markkanen,Utah Jazz,Finland,23,SF,PF,3-Level Scoring Threat,"7'0""",240,"6'11""",42176400,8,1997-05-22,86,94,80,84,83,75,63,65,61,85,80,55,65,75,60,66,65,41,52,62,75,26,23.2,55,55,33.1,7.8,16.2,0.48,3.2,8,0.399,4.6,8.2,0.559,0.578,4.5,5,0.899,2.2,5.9,8.2,2,0.9,0.5,1.4,1.8
Leaky Black,Washington Wizards,United States,12,PF,SF,Inside-Out Scoring Threat,"6'6""",209,"7'0""",NA,2,1999-06-14,70,67,65,75,74,75,75,73,50,85,80,55,60,50,62,59,69,48,65,42,66,24,2.7,26,3,10.9,1,2,0.481,0.3,0.8,0.45,0.6,1.2,0.5,0.567,0.4,0.6,0.667,0.3,1.5,1.8,0.9,0.3,0.4,0.2,0.7
LeBron James,Los Angeles Lakers,United States,23,PF,PG,2-Way Inside-Out Point Four,"6'9""",250,"7'0""",48728845,22,1984-12-30,95,89,78,85,73,98,87,87,89,99,97,90,87,97,75,79,79,65,75,50,74,39,25.7,71,71,35.3,9.6,17.9,0.54,2.1,5.1,0.41,7.5,12.8,0.592,0.599,4.3,5.7,0.75,0.9,6.4,7.3,8.3,1.3,0.5,3.5,1.1
Leonard Miller,Minnesota Timberwolves,Canada,33,PF,SF,Interior Threat,"6'10""",210,"7'2""",1891857,2,2003-11-26,70,74,70,72,79,60,73,73,55,90,80,51,70,52,55,57,63,52,57,52,71,20,1.7,17,0,3.1,0.8,1.2,0.65,0.1,0.3,0.4,0.6,0.9,0.733,0.7,0.1,0.1,0.5,0.3,0.9,1.2,0.5,0.1,0.1,0.1,0.3
Lester Quiñones,Philadelphia 76ers,Dominican Republic,25,PG,SG,Catch & Shoot Threat,"6'4""",208,"6'8""",NA,3,2000-11-16,71,74,71,80,75,90,70,70,44,80,80,74,70,74,46,33,63,33,47,60,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lindy Waters III,Golden State Warriors,United States,43,SG,SF,Catch & Shoot Ace,"6'6""",210,"6'10""",2196970,5,1997-07-07,74,74,77,85,80,95,60,69,33,83,80,69,69,67,55,53,67,36,62,39,56,26,3.6,38,0,7.4,1.3,2.7,0.471,1,2.2,0.435,0.3,0.5,0.632,0.649,0.1,0.1,1,0.2,0.9,1.1,0.6,0.1,0.2,0.2,0.6
Lonnie Walker IV,Boston Celtics,United States,12,SG,SF,Inside-Out Shot Creator,"6'4""",204,"6'11""",NA,7,1998-12-14,74,76,72,82,76,65,89,89,64,85,82,70,78,67,56,55,74,46,57,32,57,25,9.7,58,0,17.4,3.6,8.5,0.423,1.8,4.7,0.384,1.8,3.8,0.471,0.528,0.8,1,0.763,0.2,2,2.2,1.3,0.6,0.3,0.9,1.2
Lonzo Ball,Chicago Bulls,United States,2,PG,NA,2-Way 3PT Playmaker,"6'6""",190,"6'9""",21395348,8,1997-10-27,79,55,65,84,79,50,85,86,52,93,80,88,86,89,77,60,84,80,62,41,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luguentz Dort,Oklahoma City Thunder,Canada,5,SF,PF,2-Way Inside-Out Shot Creator,"6'4""",220,"6'9""",16500000,6,1999-04-19,80,82,71,83,82,45,79,92,70,92,80,62,72,62,82,75,92,80,58,43,50,24,10.9,79,79,28.4,3.6,8.3,0.438,2,5,0.394,1.7,3.3,0.506,0.557,1.6,2,0.826,0.9,2.7,3.6,1.4,0.9,0.6,0.9,2.9
Luka Doncic,Dallas Mavericks,Slovenia,77,PG,SG,Offensive Architect,"6'7""",230,"6'11""",43031940,7,1999-02-28,97,97,88,88,83,98,84,84,72,98,85,98,95,98,67,66,74,53,52,68,85,24,33.9,70,70,37.5,11.5,23.6,0.487,4.1,10.6,0.382,7.4,13,0.573,0.573,6.8,8.7,0.786,0.8,8.4,9.2,9.8,1.4,0.5,4,2.1
Luka Garza,Minnesota Timberwolves,United States,55,C,NA,Rebounder,"6'10""",243,"7'2""",2162606,4,1998-12-27,74,93,70,71,79,55,40,40,69,80,80,55,35,55,42,54,30,32,42,96,51,25,4,25,0,4.9,1.4,3,0.48,0.4,1.3,0.281,1.1,1.7,0.628,0.54,0.7,1,0.72,0.8,0.5,1.2,0.2,0.2,0,0.2,1
Luke Kennard,Memphis Grizzlies,United States,10,SG,PG,Perimeter Shot Creator,"6'5""",206,"6'5""",14763636,8,1996-06-24,76,77,80,89,94,80,69,68,40,92,80,76,78,79,43,35,51,37,30,31,53,27,11,39,22,25.6,3.6,8.1,0.448,2.7,6.1,0.45,0.9,2,0.442,0.617,1,1.2,0.889,0.3,2.6,2.9,3.5,0.5,0.1,1.4,1
Luke Kornet,Boston Celtics,United States,40,C,NA,Paint Protector,"7'2""",250,"7'6""",2087519,8,1995-07-15,76,79,56,70,82,90,38,37,66,85,77,50,43,60,62,74,32,40,86,87,63,28,5.3,63,7,15.6,2.3,3.2,0.7,0,0,1,2.2,3.2,0.698,0.702,0.8,0.9,0.907,1.9,2.3,4.1,1.1,0.4,1,0.3,1.2
Malachi Flynn,San Antonio Spurs,United States,8,PG,NA,3-Level Threat,"6'1""",175,"6'3""",NA,5,1998-05-10,74,86,84,76,77,75,73,76,44,83,82,74,76,73,57,27,69,63,45,37,55,25,5.5,69,0,12.7,2,4.7,0.418,0.8,2.4,0.331,1.2,2.3,0.513,0.505,0.8,1,0.732,0.3,1.3,1.7,1.9,0.6,0.1,0.9,1
Malaki Branham,San Antonio Spurs,United States,22,SG,PG,Catch & Shoot Threat,"6'4""",180,"6'8""",3217920,3,2003-05-12,75,74,81,78,88,75,82,82,55,86,80,59,69,59,47,45,63,35,35,34,45,20,9.2,75,29,21.3,3.6,8.4,0.432,1.2,3.6,0.347,2.4,4.8,0.494,0.506,0.7,0.8,0.873,0.4,1.6,2,2.1,0.4,0.1,1.2,1.3
Malcolm Brogdon,Washington Wizards,United States,15,PG,SG,3-Level Scoring Playmaker,"6'4""",229,"6'11""",22500000,9,1992-12-11,80,78,74,86,77,70,77,80,56,93,84,89,86,92,63,65,77,40,40,38,57,31,15.7,39,25,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5
Malcolm Hill,New Orleans Pelicans,United States,33,PF,SF,Stretch Four,"6'6""",220,"6'9""",NA,8,1995-10-26,68,61,72,80,80,60,65,65,47,80,73,60,68,57,47,45,55,46,51,53,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Beasley,Detroit Pistons,United States,5,SG,SF,Shot-Creating 3-Level Threat,"6'4""",187,"6'7""",6000000,9,1996-11-26,75,91,82,87,77,60,75,75,55,93,84,69,79,70,49,48,66,40,32,35,53,27,11.3,79,77,29.6,4.1,9.1,0.443,2.8,6.9,0.413,1.2,2.3,0.533,0.598,0.3,0.4,0.714,0.5,3.2,3.7,1.4,0.7,0.1,0.7,2
Malik Monk,Sacramento Kings,United States,0,SG,NA,Shot-Creating 3-Level Threat,"6'3""",200,"6'5""",17405203,8,1998-02-04,80,91,90,82,90,60,80,81,48,88,80,75,79,78,56,45,68,40,58,33,53,25,15.4,72,0,26,5.5,12.4,0.443,2.1,5.9,0.35,3.4,6.5,0.528,0.526,2.4,2.8,0.829,0.4,2.6,2.9,5.1,0.6,0.5,2.1,2.2
Marcus Sasser,Detroit Pistons,United States,25,PG,SG,Balanced Point,"6'2""",195,"6'7""",2755080,2,2000-09-21,74,90,83,81,87,75,75,83,47,85,80,74,80,74,56,35,70,46,45,29,48,23,8.3,71,11,19,3.1,7.2,0.428,1.3,3.4,0.375,1.8,3.8,0.474,0.516,0.8,0.9,0.879,0.2,1.6,1.8,3.3,0.6,0.2,1.3,1.5
Marcus Smart,Memphis Grizzlies,United States,36,PG,SG,2-Way Mid-Range Specialist,"6'3""",220,"6'9""",20210284,11,1994-03-06,80,95,90,74,81,65,75,93,73,89,83,75,74,75,82,74,91,96,45,30,45,29,14.5,20,20,30.3,5.1,11.9,0.43,2.1,6.7,0.313,3,5.2,0.583,0.519,2.2,2.8,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7
MarJon Beauchamp,NA,United States,NA,SF,SG,Catch & Shoot Ace,"6'7""",199,"7'1""",NA,NA,2000-10-12,73,88,81,83,68,55,76,76,52,89,80,65,70,67,55,54,69,36,45,47,57,23,4.4,48,1,12.7,1.7,3.5,0.488,0.6,1.6,0.4,1.1,1.9,0.56,0.578,0.4,0.6,0.679,0.5,1.6,2.1,0.6,0.3,0.1,0.6,1.1
Mark Williams,Charlotte Hornets,United States,5,C,NA,Defensive Anchor,"7'0""",240,"7'7""",4094280,3,2001-12-16,80,84,60,36,75,60,65,64,80,85,80,44,35,52,64,79,44,43,74,92,85,22,12.7,19,19,26.7,5.2,7.9,0.649,0,0,0,5.2,7.9,0.649,0.649,2.4,3.4,0.719,4,5.7,9.7,1.2,0.8,1.1,0.9,2.6
Markieff Morris,Dallas Mavericks,United States,88,PF,C,Stretch Four,"6'9""",245,"6'11""",NA,14,1989-09-02,70,83,75,80,74,50,57,50,84,91,92,44,42,78,54,75,42,40,40,40,70,34,2.5,26,1,8.3,0.9,2.6,0.338,0.6,1.6,0.357,0.3,1,0.308,0.449,0.2,0.2,0.833,0.2,1.3,1.5,0.6,0.2,0.1,0.5,0.5
Marvin Bagley III,Washington Wizards,United States,35,C,PF,3-Level Scoring Board Hunter,"6'10""",235,"7'1""",12500000,7,1999-03-14,76,87,74,75,84,40,73,74,80,85,87,47,62,60,59,70,49,36,66,85,73,24,11.7,50,25,21.1,4.8,8.2,0.586,0.2,0.5,0.391,4.6,7.7,0.597,0.597,1.9,2.5,0.762,2.6,3.6,6.2,1.1,0.4,0.7,1.2,1.6
Mason Jones,Sacramento Kings,United States,8,SG,PG,3 & D Threat,"6'4""",200,"6'7""",NA,5,1998-07-21,69,71,84,80,65,70,64,74,46,80,80,62,71,60,51,54,69,40,25,34,73,25,1.4,5,0,5.6,0.4,1.6,0.25,0.4,1.4,0.286,0,0.2,0,0.375,0.2,0.4,0.5,0.2,0.8,1,1,0.2,0,0.4,0.6
Mason Plumlee,Phoenix Suns,United States,22,C,NA,Board-Hunting Lob Threat,"6'10""",254,"6'11""",2087519,12,1990-03-05,77,90,60,58,54,75,57,48,80,78,83,75,37,72,63,74,46,37,62,72,90,33,5.3,46,11,14.7,1.9,3.3,0.569,0,0.1,0,1.9,3.2,0.592,0.569,1.5,2.2,0.707,1.3,3.8,5.1,1.2,0.3,0.4,0.8,1.5
Matas Buzelis,Chicago Bulls,Lithuania,14,SF,PF,Interior Threat,"6'10""",209,"7'2""",5195520,1,2004-10-13,72,72,73,73,68,50,86,70,60,90,80,65,69,66,59,59,62,48,69,48,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matisse Thybulle,Portland Trail Blazers,United States,4,SF,SG,3 & D Wing,"6'5""",201,"7'0""",11025000,6,1997-03-04,74,79,48,78,68,50,76,89,59,85,80,55,65,35,83,60,89,98,70,35,46,26,5.4,65,19,22.9,1.9,4.9,0.397,1.2,3.6,0.346,0.7,1.3,0.535,0.524,0.3,0.4,0.759,0.5,1.6,2.1,1.4,1.7,0.8,0.6,1.4
Matt Ryan,New Orleans Pelicans,United States,37,SF,SG,Catch & Shoot Ace,"6'6""",215,"6'10""",NA,5,1997-04-17,71,77,65,88,90,60,55,64,54,89,79,65,67,68,45,42,64,35,32,34,47,26,5.4,28,1,13.9,1.8,4,0.434,1.5,3.3,0.451,0.3,0.8,0.364,0.615,0.5,0.5,0.929,0.2,1.2,1.4,0.6,0.2,0,0.7,1.1
Max Christie,Los Angeles Lakers,United States,10,SG,SF,3-Level Scoring Threat,"6'5""",190,"6'9""",7142857,3,2003-02-10,73,90,80,79,75,70,87,87,55,98,80,68,70,66,52,44,63,37,56,34,61,20,4.2,67,7,14.1,1.5,3.6,0.427,0.6,1.8,0.356,0.9,1.8,0.496,0.515,0.5,0.7,0.783,0.2,1.9,2.1,0.9,0.3,0.3,0.5,0.9
Max Strus,Cleveland Cavaliers,United States,1,SF,SG,Catch & Shoot Ace,"6'5""",215,"6'8""",15212068,6,1996-03-28,77,78,85,82,81,85,76,76,40,98,85,72,69,78,47,45,57,42,51,41,60,27,12.2,70,70,32,4.3,10.4,0.418,2.4,6.8,0.351,1.9,3.6,0.546,0.533,1.1,1.4,0.794,0.9,3.9,4.8,4,0.9,0.4,1.6,2.4
Maxi Kleber,Dallas Mavericks,Germany,42,PF,C,Stretch Four Paint  Protector,"6'10""",240,"6'11""",11000000,11,1992-01-29,74,71,70,78,71,60,45,77,79,85,80,70,64,68,71,80,78,36,70,43,61,32,4.4,43,7,20.3,1.5,3.4,0.432,0.7,2.1,0.348,0.7,1.3,0.574,0.541,0.8,1.1,0.702,0.7,2.6,3.3,1.6,0.4,0.7,0.7,1.8
Maxwell Lewis,Los Angeles Lakers,United States,20,SF,SG,3 & D Threat,"6'7""",195,"7'0""",1891857,2,2002-07-27,69,70,70,77,79,70,67,75,44,85,80,60,70,64,49,25,68,43,47,33,42,21,0.3,34,0,3,0.1,0.6,0.19,0,0.3,0.111,0.1,0.4,0.25,0.214,0.1,0.1,0.667,0.1,0.1,0.1,0.2,0.1,0,0.3,0.1
Micah Potter,Utah Jazz,United States,25,PF,C,Floor-Spacing Rebounder,"6'9""",248,"7'1""",NA,4,1998-04-06,68,66,70,78,80,60,43,43,70,80,81,54,42,55,46,52,37,37,68,55,74,25,3.3,16,0,11.6,1.2,2.5,0.475,0.6,1.3,0.429,0.6,1.2,0.526,0.588,0.4,0.5,0.75,0.6,2.1,2.7,0.4,0.3,0.4,0.3,0.9
Michael Porter Jr.,Denver Nuggets,United States,1,SF,PF,Score-First Wing,"6'10""",218,"7'0""",35859950,7,1998-06-29,83,92,96,87,75,70,80,81,68,88,66,65,78,62,55,60,64,35,57,48,74,25,16.7,81,81,31.7,6.4,13.3,0.484,2.7,6.8,0.397,3.7,6.5,0.575,0.586,1.1,1.4,0.836,1.3,5.7,7,1.5,0.5,0.7,1.1,1.8
Mikal Bridges,New York Knicks,United States,25,SF,SG,3 & D Wing,"6'6""",209,"7'1""",23300000,7,1996-08-30,84,85,76,82,86,75,80,89,68,92,84,78,82,88,71,69,88,42,47,37,55,27,19.6,82,82,34.8,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.814,0.8,3.7,4.5,3.6,1,0.4,2,1.4
Mike Conley,Minnesota Timberwolves,United States,10,PG,NA,2-Way 3PT Playmaker,"6'0""",175,"6'6""",9975962,18,1987-10-11,81,91,67,89,95,80,83,84,40,85,82,90,89,90,65,31,83,59,42,35,47,36,11.4,76,76,28.9,3.9,8.5,0.457,2.4,5.3,0.442,1.5,3.1,0.481,0.595,1.3,1.5,0.911,0.5,2.4,2.9,5.9,1.2,0.2,1.3,1.7
Miles Bridges,Charlotte Hornets,United States,0,PF,SF,Slashing Stretch Four,"6'7""",225,"6'10""",27173913,7,1998-03-21,81,82,73,78,86,80,75,76,73,88,85,69,76,74,55,60,59,40,51,40,75,25,21,69,67,37.4,8.1,17.5,0.462,2.3,6.5,0.349,5.8,11,0.529,0.527,2.5,3.1,0.825,1,6.3,7.3,3.3,0.9,0.5,2,1.7
Miles McBride,New York Knicks,United States,2,PG,SG,2-Way Sharpshooting Creator,"6'1""",195,"6'9""",4710144,4,2000-09-08,76,69,89,85,67,75,86,86,44,85,80,70,88,60,63,40,81,56,37,37,39,23,8.3,68,14,19.5,3,6.7,0.452,1.6,3.9,0.41,1.4,2.8,0.511,0.572,0.6,0.7,0.86,0.5,1,1.5,1.7,0.7,0.1,0.4,1.6
Mitchell Robinson,New York Knicks,United States,23,C,NA,Defensive Anchor,"7'0""",240,"7'2""",14318182,7,1998-04-01,80,75,68,32,37,85,48,65,84,85,80,70,40,54,74,83,49,73,81,97,69,25,5.6,31,21,24.8,2.4,4.1,0.575,0,0,0,2.4,4.1,0.575,0.575,0.9,2.1,0.409,4.6,3.9,8.5,0.6,1.2,1.1,0.8,1.8
Mo Bamba,Los Angeles Clippers,United States,4,C,NA,Defensive Anchor,"7'0""",231,"7'10""",2087519,7,1998-05-12,73,75,65,79,66,45,75,64,68,78,81,35,46,51,66,75,48,43,93,76,85,25,4.4,57,17,13,1.7,3.5,0.49,0.4,1.1,0.391,1.3,2.4,0.537,0.553,0.6,0.9,0.68,1.4,2.8,4.2,0.7,0.4,1.1,0.7,1.8
Monte Morris,Phoenix Suns,United States,23,PG,NA,Playmaking Sharpshooter,"6'2""",183,"6'4""",2087519,8,1995-06-27,75,76,90,82,83,60,83,83,41,85,81,94,86,94,52,44,62,59,56,33,53,28,5,33,0,14.4,1.9,4.6,0.405,0.8,2.1,0.386,1.1,2.5,0.422,0.493,0.4,0.6,0.684,0.2,1.5,1.7,2.1,0.6,0.3,0.2,0.4
Moritz Wagner,Orlando Magic,Germany,21,C,PF,3-Level Scoring Threat,"6'11""",245,"7'0""",11000000,7,1997-04-26,77,91,78,76,77,85,73,67,78,85,81,54,42,55,49,58,40,42,53,68,74,26,10.9,80,1,17.7,4.2,6.9,0.601,0.5,1.4,0.33,3.7,5.5,0.673,0.636,2.1,2.6,0.814,1.5,2.9,4.3,1.2,0.5,0.3,1.2,2
Moses Moody,Golden State Warriors,United States,4,SF,SG,2-Way 3-Level Shot Creator,"6'5""",211,"7'1""",5803269,4,2002-05-31,76,94,74,80,74,60,73,77,68,88,80,65,74,64,63,68,71,53,58,56,55,21,8.1,66,9,17.5,2.9,6.4,0.462,1.1,3,0.36,1.8,3.3,0.555,0.548,1.1,1.4,0.785,1,2,3,0.9,0.6,0.4,0.7,1.4
Mouhamed Gueye,Atlanta Hawks,Senegal,18,PF,C,Rebounder,"6'10""",210,"7'3""",1891857,2,2002-11-09,70,68,67,66,63,60,67,67,63,88,80,60,60,62,53,60,48,52,60,86,65,21,4,6,0,12.2,1.3,3.8,0.348,0.5,1.5,0.333,0.8,2.3,0.357,0.413,0.8,1,0.833,1.7,2,3.7,0.7,0.8,0.7,0.2,2.2
Moussa Diabate,Charlotte Hornets,France,26,C,PF,Interior Threat,"6'9""",210,"7'1""",NA,3,2002-01-21,69,65,68,67,61,50,73,73,60,80,80,42,40,52,58,65,41,53,75,87,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles Turner,Indiana Pacers,United States,33,C,NA,2-Way 3-Level Scoring Threat,"6'11""",250,"7'4""",19928500,10,1996-03-24,84,94,93,82,77,70,56,66,80,95,83,31,35,68,75,86,70,36,86,56,82,27,17.1,77,77,27,6.2,11.8,0.524,1.5,4.2,0.358,4.7,7.6,0.615,0.587,3.2,4.1,0.773,1.5,5.5,6.9,1.3,0.5,1.9,1.4,3
Bones Hyland,Los Angeles Clippers,United States,5,PG,SG,Inside-Out Scoring Threat,"6'2""",169,"6'9""",4158439,4,2000-09-14,74,84,65,75,84,75,87,87,32,88,80,74,79,75,56,30,66,73,42,30,50,23,6.9,37,5,14.6,2.6,6.8,0.386,1.2,3.6,0.326,1.4,3.1,0.457,0.474,0.5,0.6,0.783,0.1,1.4,1.5,2.5,0.7,0.1,1.2,1.4
Naji Marshall,Dallas Mavericks,United States,13,PF,SF,Shot-Creating 3-Level Threat,"6'6""",220,"7'1""",8571429,5,1998-06-24,75,88,80,82,81,70,62,65,60,85,80,67,74,71,54,52,60,56,47,48,66,26,7.1,66,1,19,2.6,5.6,0.463,0.9,2.3,0.387,1.7,3.3,0.516,0.542,1,1.3,0.791,0.8,2.8,3.6,1.9,0.7,0.2,1,1.4
Nate Hinton,Houston Rockets,United States,16,SG,NA,Catch & Shoot Threat,"6'5""",210,"6'7""",NA,5,1999-06-08,67,60,70,76,76,60,80,80,57,80,80,60,66,62,49,40,62,36,56,57,60,24,2.2,15,0,5,0.7,1.7,0.423,0.5,0.9,0.5,0.3,0.8,0.333,0.558,0.3,0.3,0.8,0.5,1,1.5,0.7,0.2,0.1,0.2,0.7
Naz Reid,Minnesota Timberwolves,United States,11,C,PF,2-Way 3-Level Scoring Threat,"6'9""",264,"7'3""",13986432,6,1999-08-26,81,82,76,85,92,50,50,54,87,88,80,59,58,65,68,81,54,46,72,47,74,24,13.5,81,14,24.2,5,10.5,0.477,2.1,5,0.414,2.9,5.5,0.535,0.576,1.3,1.8,0.736,0.9,4.3,5.2,1.3,0.8,0.9,1.4,2.1
Neemias Queta,Boston Celtics,Portugal,88,C,NA,Board-Hunting Paint Protector,"7'0""",248,"7'4""",2162606,4,1999-07-13,71,80,57,40,71,50,59,59,76,80,80,52,38,62,59,70,45,46,77,90,65,24,5.5,28,0,11.9,2.4,3.7,0.644,0,0,0,2.4,3.7,0.644,0.644,0.7,1,0.714,1.9,2.5,4.4,0.7,0.5,0.8,0.5,1.8
Nick Richards,Charlotte Hornets,Jamaica,4,C,NA,Board-Hunting Lob Threat,"7'0""",245,"7'2""",5000000,5,1997-11-29,77,95,59,25,82,75,72,70,65,81,84,37,35,36,60,75,47,33,78,73,85,26,9.7,67,51,26.3,3.9,5.6,0.691,0,0,0,3.9,5.6,0.693,0.691,2,2.7,0.737,2.6,5.5,8,0.8,0.4,1.1,1.1,2.6
Nick Smith Jr.,Charlotte Hornets,United States,8,PG,SG,Inside-Out Scoring Threat,"6'2""",185,"6'8""",2587200,2,2004-04-18,72,83,57,84,74,80,84,84,48,89,80,70,79,72,46,33,63,33,47,38,46,19,5.9,51,0,14.3,2.2,5.7,0.391,1.2,2.9,0.432,1,2.8,0.35,0.5,0.3,0.3,0.867,0.4,1.1,1.4,1.2,0.2,0.1,0.8,1.1
Nickeil Alexander-Walker,Minnesota Timberwolves,Canada,9,SG,SF,2-Way 3-Level Shot Creator,"6'5""",205,"6'10""",4312500,6,1998-09-02,77,88,74,83,62,70,72,84,60,90,80,75,81,76,73,52,84,76,58,36,43,25,8,82,20,23.4,2.9,6.6,0.439,1.6,4.1,0.391,1.3,2.5,0.517,0.56,0.6,0.8,0.8,0.4,1.6,2,2.5,0.8,0.5,0.9,1.7
Nicolas Batum,Los Angeles Clippers,France,33,PF,SF,Stretch Four,"6'8""",230,"7'1""",4668000,17,1988-12-14,75,88,79,84,71,65,68,75,65,88,83,70,71,73,61,66,73,43,62,50,58,35,5.3,60,38,25.5,1.9,4.3,0.453,1.2,3.1,0.395,0.7,1.2,0.606,0.596,0.3,0.4,0.714,1.2,3,4.1,2.1,0.8,0.6,0.7,1.8
Nic Claxton,Brooklyn Nets,United States,33,C,NA,2-Way Inside-The-Arc Threat,"6'11""",215,"7'3""",27556817,6,1999-04-17,81,85,74,64,63,65,69,77,71,90,80,40,49,48,76,89,79,38,89,69,89,24,11.8,71,71,29.8,5.2,8.2,0.629,0,0.1,0.2,5.1,8.1,0.633,0.63,1.5,2.8,0.551,2.7,7.2,9.9,2.1,0.6,2.1,1.3,2.5
Nikola Jokic,Denver Nuggets,Serbia,15,C,NA,2-Way 3-Level Point Center,"6'11""",284,"7'3""",51415938,11,1995-02-19,97,99,94,80,79,85,63,62,96,97,83,93,76,98,73,83,61,59,61,78,96,28,26.4,79,79,34.6,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.9,0.626,0.612,4.5,5.5,0.817,2.8,9.5,12.4,9,1.4,0.9,3,2.5
Nikola Jovic,Miami Heat,Serbia,5,PF,C,Inside-Out Scoring Threat,"6'10""",240,"7'0""",2464200,3,2003-06-09,76,93,70,83,72,85,68,68,44,85,80,69,70,68,54,59,62,42,55,40,79,20,7.7,46,38,19.5,2.8,6.1,0.452,1.4,3.5,0.399,1.3,2.6,0.525,0.568,0.7,1,0.702,0.5,3.6,4.2,2,0.5,0.3,0.9,1.8
Nikola Topic,Oklahoma City Thunder,Serbia,44,PG,SG,Rim Attacker,"6'7""",200,"6'11""",4935960,1,2005-08-10,72,81,69,72,87,60,79,76,59,85,80,81,86,81,51,45,63,44,47,32,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikola Vucevic,Chicago Bulls,Montenegro,9,C,NA,Inside The Arc Board Hunter,"6'10""",260,"7'5""",20000000,14,1990-10-24,81,98,81,71,86,60,62,49,89,95,77,82,35,82,56,74,41,37,63,67,87,33,18,76,74,34.3,7.7,15.9,0.484,1.2,4.1,0.294,6.5,11.8,0.55,0.522,1.4,1.7,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5
Noah Clowney,Brooklyn Nets,United States,21,C,PF,Inside-Out Scoring Threat,"6'10""",210,"7'2""",3244080,2,2004-07-14,74,72,69,75,70,75,64,64,64,90,80,57,59,68,61,68,57,38,78,62,67,19,5.8,23,4,16.1,2.2,4,0.538,0.5,1.4,0.364,1.7,2.6,0.633,0.602,0.9,1.3,0.7,1.1,2.4,3.5,0.8,0.3,0.7,0.7,1.1
Norman Powell,Los Angeles Clippers,United States,24,SG,SF,Shot-Creating 3-Level Threat,"6'4""",215,"6'11""",19241379,10,1993-05-25,79,91,85,88,86,75,79,83,46,92,82,74,79,75,63,50,79,38,50,29,49,30,13.9,76,3,26.2,4.9,10.1,0.486,2.2,5.1,0.435,2.7,5.1,0.536,0.594,1.9,2.3,0.831,0.2,2.4,2.6,1.1,0.6,0.3,0.9,1.8
Obi Toppin,Indiana Pacers,United States,1,PF,NA,Inside-Out Scorer,"6'9""",220,"7'2""",12975000,5,1998-03-04,80,96,76,82,78,70,70,69,74,88,88,55,60,59,52,66,48,41,60,52,64,25,10.3,82,28,21.1,4,7.1,0.573,1.2,3.1,0.403,2.8,4,0.706,0.661,0.9,1.2,0.77,1,2.9,3.9,1.6,0.6,0.5,0.8,1.7
